,구장명,주소,시,구,냉난방,5vs5,7vs7,6vs6,팀조끼,4vs4,트레이닝 존,공대여,3vs3,8vs8,냉방,풋살화,11vs11,9vs9,샤워실,주차
481,대천 보령 실내풋살장,충청남도 보령시 터미널길 18-17 2층,충청남도,보령시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
482,군산 스포츠제이 풋살파크 B면,전라북도 군산시 개정동 30-4,전라북도,군산시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
483,전주 전북유나이티드 실내풋살장,전라북도 전주시 덕진구 산정동 857-3 2층,전라북도,전주시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
484,전주혁신 티키타카 실내풋살아레나,전라북도 완주군 이서면 출판로46-12 진영빌딩 2층,전라북도,완주군,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
485,아곤 스포츠클럽1관 2층,인천시 서구 경서동 350-45,인천시,서구,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
486,청라 PSG 토브 1호점 야외풋살장,인천시 서구 경서동 949-4 청라경연타워,인천시,서구,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
487,MIN스포츠아카데미 1관 실내풋살장,인천시 부평구 삼산동 388-11,인천시,부평구,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
488,김해룡 축구 테크니컬센터 실내,인천시 부평구 청천동 3-2 2층,인천시,부평구,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
489,인천 AU 실내풋살장 논현점 블랙구장,인천시 남동구 논현동 50-1 3층,인천시,남동구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
490,아곤 실내풋살장 청라점,인천시 서구 북항로 32번길 66 2층,인천시,서구,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
491,인천풋볼파크 풋살장(실내),인천시 서구 가좌동 151-37 1층,인천시,서구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
492,춘천 파나스 풋살장 (퇴계온의점) 실내,강원도 춘천시 온의동 464 2층,강원도,춘천시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
493,스포잇풋볼센터(연수점) 실내풋살장,인천시 연수구 청능대로 75 우원아이앤디 4층,인천시,연수구,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
494,인천 검단 고올인 풋살장,인천시 서구 왕길동 128-84,인천시,서구,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
495,청라 PSG 토브 2호점 야외풋살장 A면,인천시 서구 청라동 153-4 청라테트리스타워 10층,인천시,서구,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
496,청라 PSG 토브 2호점 야외풋살장 B면,인천시 서구 청라동 153-4 청라테트리스타워 10층,인천시,서구,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
497,부평 CHM 풋살아레나 화이트구장,인천시 부평구 청천동 423-15 옥상,인천시,부평구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
498,인천 GOD 풋살스타디움 실내구장,인천시 서구 석남동 223-1,인천시,서구,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
499,인천 현우풋살스타디움 2구장,인천시 서구 석남동 223-192,인천시,서구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
500,인천 현우풋살스타디움 3구장,인천시 서구 석남동 223-192,인천시,서구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
501,인천 현우풋살스타디움 4구장,인천시 서구 석남동 223-192,인천시,서구,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
502,강릉 GNJ 풋살센터 실내구장,강원도 강릉시 남부로 92,강원도,강릉시,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
503,검단 에피립토 풋살장 실내1구장,인천시 서구 왕길동 64-284,인천시,서구,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
504,검단 에피립토 풋살장 실내2구장,인천시 서구 왕길동 64-284,인천시,서구,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
505,서창 아이필드 풋살센터 B구장,인천시 남동구 운연동 459-37,인천시,남동구,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
506,서창 아이필드 풋살센터 C구장,인천시 남동구 운연동 459-37,인천시,남동구,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
507,서창 아이필드 풋살센터 D구장,인천시 남동구 운연동 459-37,인천시,남동구,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
508,부산 기장축구센터 야외풋살장,부산시 기장군 정관읍 산단5로 76-142,부산시,기장군,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
509,부산 기장축구센터 실내풋살장,부산시 기장군 정관읍 산단5로 76-142,부산시,기장군,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
510,아곤 스포츠클럽 4관 A구장,인천시 서구 원창동 209-39,인천시,서구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
511,아곤 스포츠클럽 4관 B구장,인천시 서구 원창동 209-39,인천시,서구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
512,인유 실내풋살장 인천논현점,인천시 남동구 논현동 논고개로 61 라피에스타 6층,인천시,남동구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
513,인천 어반스타디움 구월점 야외풋살장,인천시 남동구 인하로 485 13층,인천시,남동구,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
514,인천 더베스트 실내풋살장,인천시 남동구 구월동 1119-3 2층,인천시,남동구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
515,파시온FC 실내풋살장 (동화2호점),서울시 중구 다산로 36길 101 1층,서울시,중구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
516,인천 아레테 트레이닝존,인천시 계양구 경명대로 1045번길 9-9 지산상가 B1층,인천시,계양구,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
517,일산 프리미어 실내풋살장 B구장,경기도 고양시 일산서구 일산로 555 뉴타운상가 B1층,경기도,고양시,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
518,태즈풋볼 양재점 트레이닝존,서울시 서초구 바우뫼로 212 도영빌딩 B1층,서울시,서초구,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
519,대구풋살 야외풋살장 1구장,대구시 수성구 시지동 238,대구시,수성구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
520,대구풋살 야외풋살장 2구장,대구시 수성구 시지동 238,대구시,수성구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
521,대구풋살 야외풋살장 3구장,대구시 수성구 시지동 238,대구시,수성구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
522,대구풋살 야외풋살장 4구장,대구시 수성구 시지동 238,대구시,수성구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
523,대구풋살 야외풋살장 5구장,대구시 수성구 시지동 238,대구시,수성구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
524,대구풋살 야외풋살장 6구장,대구시 수성구 시지동 238,대구시,수성구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
525,아곤 실내풋살장 부평점,인천시 부평구 청천동 11-39 대우빌딩 지하1층,인천시,부평구,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
526,용인 광주풋살장 야외구장,경기도 용인시 처인구 모현읍 백옥대로2101번길 63-32,경기도,용인시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
527,인천 고고풋살 야외풋살장,인천시 계양구 장제로 797 옥상층,인천시,계양구,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
528,춘천 파나스 장학점 야외풋살장,강원도 춘천시 후평동 197-1,강원도,춘천시,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
529,춘천 파나스 장학점 실내풋살장,강원도 춘천시 후평동 197-1,강원도,춘천시,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
530,세종 에셀 실내풋살장,세종시 소담로 70 레전드타워 4층,세종시,소담로,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
531,부평 어반스타디움 실내풋살장,인천시 부평구 주부토로 193 4층,인천시,부평구,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
532,세종 드림스타디움 야외A풋살장,세종시 연서면 월하리 138-1 세종패션타운 제1차 1동,세종시,연서면,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
533,세종 드림스타디움 야외B풋살장,세종시 연서면 월하리 138-1 세종패션타운 제1차 1동,세종시,연서면,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
534,파주 발롱 야외풋살장,경기도 파주시 검산동 414-6,경기도,파주시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
535,인천 탑런 풋살파크 검단롯데마트점 1구장,인천시 서구 마전동 1031-1 검단롯데마트 5층,인천시,서구,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
536,인천 탑런 풋살파크 검단롯데마트점 3구장,인천시 서구 마전동 1031-1 검단롯데마트 5층,인천시,서구,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
537,고양 강용풋살파크 레드구장,경기도 고양시 덕양구 동송로20 하나로마트삼송점 3층,경기도,고양시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
538,인천 가정 RnD 실내풋살장,"인천시 서구 봉오재3로110번길 7 가정봄프라자501,502호",인천시,서구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
539,인천 검단 ATS 실내풋살장,인천시 서구 완정로34번길 57-21 AT스포츠센터 4층,인천시,서구,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
540,인천 JS 풋살플레이스,인천시 서구 거월로 7-30,인천시,서구,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
541,인천 센트럴 실내풋살장,인천시 서구 가정동 616-2 3층,인천시,서구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
542,인천 서창 JR 실내풋살장,인천시 남동구 서창방산로55 비젼프라자 7층,인천시,남동구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
543,인천 서창 JR 야외풋살장,인천시 남동구 서창방산로55 비젼프라자 옥상층,인천시,남동구,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
544,인천 빌드업 풋살파크(실내),인천시 계양구 계양대로 121 계산예술빌딩 4층,인천시,계양구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
545,로꼬풋살스타디움 대구점,대구시 북구 태평로 161 롯데백화점 대구점 11층,대구시,북구,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
546,노원 아시아퍼시픽 풋살장 A구장,서울시 노원구 월계동 820,서울시,노원구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
547,동대문 지니풋살파크 야외풋살장,서울시 동대문구 왕산로68 용운빌딩 옥상층,서울시,동대문구,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
548,노원 염광운동장 풋살2구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
549,도곡 로꼬풋살스타디움 1구장,서울시 강남구 대치동 500 그랑프리엔 4층,서울시,강남구,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
550,잠실 로꼬풋살스타디움 2구장,서울시 송파구 잠실동 40-1 R층,서울시,송파구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
551,수원 노총스포츠파크 야외풋살장 B구장,경기도 수원시 권선구 호매실로 46-16,경기도,수원시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
552,시흥 장현FC 실내풋살장,경기도 시흥시 장현능곡로1 5층,경기도,시흥시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
553,시흥 어스플레잉 야외풋살장,경기도 시흥시 수인로 3244 5층,경기도,시흥시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
554,송종국FC 풋살장 봉담점 야외,경기도 화성시 봉담읍 상리 690-3 토마토메디컬 옥상층,경기도,화성시,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
555,수원 피크퍼포먼스 실내풋살장,경기도 수원시 영통구 원천동 550-3 5층,경기도,수원시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
556,강남 중대부고 풋살장(야외) 1구장,서울시 강남구 도곡동 산21,서울시,강남구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
557,안양 SNFC 야외풋살장 A면,경기도 안양시 만안구 안양로329번길 107 옥상층,경기도,안양시,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
558,강릉 GNJ 풋살센터 야외구장,강원도 강릉시 남부로 92,강원도,강릉시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
559,용인 PEC 챔피언스파크 야외풋살장,경기도 용인시 기흥구 기흥로 116번길231,경기도,용인시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
560,수원 롯데몰 컬러디움 야외풋살장,"경기도 수원시 권선구 세화로 134 5층 (서둔동,롯데백화점수원점)",경기도,수원시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
561,서대문 돌산구장 A면,서울시 서대문구 홍은1동 10-305,서울시,서대문구,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,구로주니어FC 풋살장 실내 1구장,서울시 구로구 경서로 12 대상빌딩 2층,서울시,구로구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
563,김포 Hnation 야외풋살장,경기도 김포시 양촌읍 학운리 299,경기도,김포시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
564,용인 캡틴FC 실내풋살장 블랙구장,경기도 용인시 기흥구 서천동 274-3,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
565,백두 풋살장 A면,경기도 고양시 덕양구 원흥동 354-2,경기도,고양시,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
566,동대문 토모 풋살파크 A면(야외),서울시 동대문구 답십리동 532-8 답십리골든타워 옥상,서울시,동대문구,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
567,수원 팩토리 풋살파크 B면,경기도 수원시 권선구 서둔동 235-2 1층,경기도,수원시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
568,수원 팩토리 풋살파크 A면,경기도 수원시 권선구 서둔동 235-2 1층,경기도,수원시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
569,강남 중대부고 풋살장(야외) 2구장,서울시 강남구 도곡동 산21,서울시,강남구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,강남 중대부고 풋살장(야외) 3구장,서울시 강남구 도곡동 산21,서울시,강남구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571,강남 중대부고 풋살장(야외) 4구장,서울시 강남구 도곡동 산21,서울시,강남구,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
572,성북 서경대 풋살파크 B구장,서울시 성북구 서경로124 은주2관 1층,서울시,성북구,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
573,도봉 풋살장 1구장,서울시 도봉구 방학동 572,서울시,도봉구,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
574,도봉 풋살장 3구장,서울시 도봉구 방학동 572,서울시,도봉구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
575,성북 서경대 풋살파크 C구장,서울시 성북구 서경로124 은주2관 1층,서울시,성북구,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
576,리치유소년 실내 풋살장 1호점,서울시 구로구 구로중앙로134 b1층,서울시,구로구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
577,압구정 스포츠몬스터 풋살장 A면,서울시 강남구 압구정동 424,서울시,강남구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
578,압구정 스포츠몬스터 풋살장 B면,서울시 강남구 압구정동 424,서울시,강남구,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
579,두나미스 축구클럽(신대방점),서울시 동작구 여의대방로22길 132 B1층,서울시,동작구,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
580,강남 중대부고 풋살장(야외) 5구장,서울시 강남구 도곡동 산21,서울시,강남구,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
581,강남 중대부고 풋살장(야외) 6구장,서울시 강남구 도곡동 산21,서울시,강남구,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
582,광운대역 드림풋볼아카데미 실내풋살장,서울시 노원구 월계동 410-7 지하1층,서울시,노원구,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
583,서대문 돌산구장 B면,서울시 서대문구 홍은1동 10-305,서울시,서대문구,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,구로주니어FC 풋살장 야외구장,서울시 구로구 경서로 12 대상빌딩 옥상층,서울시,구로구,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
585,잠실 로꼬풋살스타디움 3구장,서울시 송파구 잠실동 40-1 R층,서울시,송파구,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
586,노원 RC 풋살스타디움 야외 블랙구장,서울시 노원구 노원로238 4층,서울시,노원구,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1
587,노원 RC 풋살스타디움 화이트구장 트레이닝존,서울시 노원구 노원로238 4층,서울시,노원구,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
588,동작 투터치 야외풋살장,서울시 동작구 노량진로4 대방빌딩 옥상층,서울시,동작구,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
589,노원 염광운동장 축구1구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
590,노원 염광운동장 축구2구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
591,노원 염광운동장 풋살1구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
592,노원 염광운동장 풋살3구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
593,노원 염광운동장 풋살5구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,강서염창 로꼬풋살스타디움 야외 3구장,서울시 강서구 염창동 64-1,서울시,강서구,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,노원 아시아퍼시픽 풋살장 B구장,서울시 노원구 월계동 820,서울시,노원구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
596,강동 리더풋볼 트레이닝존,서울시 강동구 천중로214 홈마트건물 3층,서울시,강동구,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
597,골든아이 스포츠클럽 옥상풋살장,인천시 서구 원당동 824-1 2층,인천시,서구,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
598,HM 풋살파크 일산점 B면,경기도 고양시 일산동구 장항동 755 홈플러스 옥상,경기도,고양시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
599,훼밀리 스포츠클럽 풋살파크,경기도 성남시 분당구 구미동 203-2 옥상,경기도,성남시,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
600,부천 FC드림 실내풋살장,경기도 부천시 원미구 상동 546-4 금호프라자 601호,경기도,부천시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
601,키즈앤짐 풋살장(실내),경기도 하남시 신장동 259-5,경기도,하남시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
602,송종국 FC 풋살장 김포점 A면(실내),경기도 김포시 풍무동 788 골든프라자 8층,경기도,김포시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
603,송종국 FC 풋살장 김포점 B면(실외),경기도 김포시 풍무동 788 골든프라자 8층,경기도,김포시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
604,베스트 스포츠클럽 풋살장(야외) 부천점,경기도 부천시 소사구 범박동 44-16 보람월드프라자5층,경기도,부천시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
605,수동시온캠핑 풋살장(야외),경기도 남양주시 수동면 지둔리 230-1,경기도,남양주시,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
606,동탄아이 유소년 풋살장 레드구장,경기도 화성시 목동 245-3 6층,경기도,화성시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
607,JNKFC 실내 풋살장,경기도 시흥시 은계번영길 19 은계디스퀘어큐브 7층,경기도,시흥시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
608,그라운드동탄 풋살장,경기도 화성시 장지남길 36,경기도,화성시,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
609,호매실 풋살파크,경기도 수원시 권선구 칠보로 159번길26 옥상층,경기도,수원시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
610,준타스 풋살아레나 남양주1구장(현대아울렛 스페이스1),경기도 남양주시 다산동 6141 현대프리미엄아울렛 A동 4층,경기도,남양주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
611,준타스 풋살아레나 남양주2구장(현대아울렛 스페이스1),경기도 남양주시 다산동 6141 현대프리미엄아울렛 A동 4층,경기도,남양주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
612,수지 위너스 풋볼아카데미 야외풋살장,경기도 용인시 수지구 상현동 345-5,경기도,용인시,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
613,수지 위너스 풋볼아카데미 1층풋살장,경기도 용인시 수지구 상현동 345-5,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
614,수지 위너스 풋볼아카데미 2층풋살장,경기도 용인시 수지구 상현동 345-5,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
615,운정 싸커스토리 야외풋살장,경기도 파주시 야당동 466-24,경기도,파주시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
616,군포 팀원풋살파크,경기도 군포시 도마교동 493-3 5층,경기도,군포시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
617,시흥 ad축구센터 실내풋살장,경기도 안산시 단원구 바라지길 43,경기도,안산시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
618,화성 월클풋살장,경기도 화성시 봉담읍 분천리 215-4,경기도,화성시,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,운정 싸커스토리 루프탑풋살장,경기도 파주시 야당동 466-24,경기도,파주시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
620,화성 케이풋살파크 협성대점 그레이 B구장,경기도 화성시 봉담읍 상리 14 협성대학교 내 웨슬리관 옆,경기도,화성시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
621,용인 캡틴FC 실내풋살장 옐로우구장,경기도 용인시 기흥구 서천동 274-3,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
622,송종국FC 풋살장 봉담점 실내,경기도 화성시 봉담읍 상리 690-3 토마토메디컬 10층,경기도,화성시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
623,장현 P4U 실내풋살장,경기도 시흥시 능곡번영길25 아리테브릿지 8층,경기도,시흥시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
624,운정 킥스 실내풋살장,경기도 파주시 동패동 1761-5 봄1빌딩 2층,경기도,파주시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
625,과천 강남스타 실내풋살장,경기도 과천시 과천동 291-1,경기도,과천시,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
626,안양 CS 풋살장 2구장,경기도 안양시 만안구 예술공원로52번길 2,경기도,안양시,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
627,의정부 도봉산 호원풋살장 C구장,경기도 의정부시 호원동 168-11,경기도,의정부시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
628,용인 솔라FC 야외풋살장,경기도 용인시 수지구 신봉1로 347번길 12 A동 옥상층,경기도,용인시,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
629,고양 지축축구클럽 실내풋살장,경기도 고양시 덕양구 삼송로 303 2층,경기도,고양시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
630,안양 ANT 실내풋살장,경기도 안양시 동안구 경수대로 902 2층,경기도,안양시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
631,판교 W풋볼클럽 실내풋살장,경기도 성남시 분당구 운중로121 KPGA빌딩 3층,경기도,성남시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
632,로꼬풋살스타디움 시흥대야역점 야외구장,경기도 시흥시 소래산길 28,경기도,시흥시,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
633,수원 솔사커 트레이닝존,경기도 수원시 장안구 파장동599 4층,경기도,수원시,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
634,남양주 별내 R 야외풋살장,경기도 남양주시 별내동 865-2 옥상층,경기도,남양주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
635,남양주 UMK 실내풋살장,경기도 남양주시 별내동 1101 2층,경기도,남양주시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
636,경산 백천풋살파크 3구장,경상북도 경산시 백천길 13-14,경상북도,경산시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
637,경산 퍼스트스타디움 야외풋살장 C구장,경상북도 경산시 정평동 80-2,경상북도,경산시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
638,경산 퍼스트스타디움 야외풋살장 D구장,경상북도 경산시 정평동 80-2,경상북도,경산시,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1
639,경산 퍼스트스타디움 8vs8구장,경상북도 경산시 정평동 80-2,경상북도,경산시,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
640,전주혁신 메리트풋볼 실내풋살장,전라북도 완주군 이서면 오공로 11-23 304호,전라북도,완주군,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
641,부평 CHM 풋살아레나 블랙구장,인천시 부평구 청천동 423-15 옥상,인천시,부평구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
642,고양 PMP스타디움 축구장,경기도 고양시 덕양구 서삼릉길 281 농협대학교,경기도,고양시,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
643,아곤 풋살장 계양점 B구장,인천시 계양구 계산동 926-27 나드리프라자 옥상,인천시,계양구,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
